event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UKR112102,14-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Atesh,,3,Military Forces of Russia (2000-),,8,38,,804,Europe,Ukraine,Kherson,Khersonskyi,Velykokopanivska,Velyki Kopani,46.4882,32.9735,1,Novoye Vremya Ukraine,National,"On 14 July 2023, Atesh partisan exploded 2 cars with Russian forces in Velyki Kopani, Kherson. 6 Russian servicemen were killed.",6,,1690294195
UKR111455,12-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ukraine),,3,Civilians (Ukraine),Military Forces of Russia (2000-),7,37,Civilian targeting,804,Europe,Ukraine,Crimea,Feodosiiskyi,Feodosiiska,Feodosia,45.0347,35.3795,2,24 Channel,National,"On 12 July 2023, a scooter exploded in the yard near the house of a collaborant with Russian forces and pro-Russian propagandist in Feodosia, Crimea. An unidentified group likely planted an explosive device there. 2 civilians were injured.",0,,1689699424
UKR111456,12-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Balakliiska,Balakliia,49.4606,36.8527,1,Suspilne Media,National,"On 12 July 2023, a farmer was wounded when his tractor ran over a landmine in Balakliia, Kharkiv region.",0,,1689699424
UKR112031,9-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,,804,Europe,Ukraine,Zaporizhia,Vasylivskyi,Stepnohirska,Pyatykhatky,47.5079,35.4622,2,Institute for the Study of War,Other,"On 9 July 2023, Ukrainian forces were hit by landmines planted by Russian forces near Pyatykhatky, Zaporizhia region. Casualties unknown.",0,,1690294195
UKR112011,7-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Military Forces of Ukraine (2019-),,1,18,,804,Europe,Ukraine,Zaporizhia,Vasylivskyi,Stepnohirska,Pyatykhatky,47.5079,35.4622,2,Institute for the Study of War,Other,"On 7 July 2023, Ukrainian forces were hit by landmines planted by Russian forces near Pyatykhatky, Zaporizhia region. Casualties unknown.",0,,1690294195
UKR110983,6-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Kirovskyi,47.968,37.5475,1,DPR Armed Forces Press Service,Other,"On 6 July 2023, 1 civilian was injured in an explosion of a Lepestok mine in Donetsk - Kirovskyi.",0,,1689092343
UKR111001,6-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Kalmiuskyi,Novoazovska,Naberezhne,47.3146,37.8451,1,DPR Armed Forces Press Service,Other,"On 6 July 2023, 1 civilian was killed in an explosion of an unidentified explosive device in Naberezhne, Donetsk.",1,,1689092343
UKR111028,6-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Barvinkivska,Kurulka,48.9447,37.2413,2,Suspilne Media,National,"On 6 July 2023, a Ukrainian farmer was wounded when his tractor blew up on a Russian mine near Kurulka, Kharkiv.",0,,1689092343
UKR111032,6-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Chuguivskyi,Pechenizka,Pechenihy,49.8717,36.9347,2,Suspilne Media,National,"On 6 July 2023, a Ukrainian farmer was wounded when his tractor blew up on a Russian mine in Pechenihy territorial community, Kharkiv.",0,,1689092343
UKR110756,4-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Budonivskyi,47.9668,37.8377,1,DPR Armed Forces Press Service,Other,"On 4 July 2023, 1 civilian was injured in an explosion of an unidentified explosive device in Donetsk - Budonivskyi.",0,,1689092342
UKR110797,4-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Iziumska,Izium,49.2088,37.2485,2,Ukrinform,National,"On 4 July 2023, 1 civilian was injured in an explosion of an unidentified explosive device in Izium district, Kharkiv.",0,,1689092342
UKR110682,3-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Iziumska,Izium,49.2088,37.2485,1,Suspilne Media,National,"On 3 July 2023, an unidentified explosive item exploded and wounded a civilian in Izium, Kharkiv.",0,,1689092342
UKR110599,2-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Khersonskyi,Chornobaivska,Posad Pokrovske,46.803,32.268,1,Suspilne Media,National,"On 2 July 2023, a farmer was wounded in an explosion of a Russian mine near Posad Pokrovske, Kherson.",0,,1689092342
UKR110495,1-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ukraine),,3,Civilians (Ukraine),Farmers (Ukraine),7,37,Civilian targeting,804,Europe,Ukraine,Kharkiv,Kupianskyi,Shevchenkivska,Bohodarivka,49.6619,37.0619,1,Suspilne Media,National,"On 1 July 2023, a farmer was wounded in an explosion of an unidentified mine near Bohodarivka, Kharkiv.",0,,1689092342
UKR109663,30-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Lozivskyi,Lozivska,Paniutyne,48.9355,36.2774,1,ZMINA,Other,"On 30 June 2023, a child lost the fingers on his hand in an explosion of an unidentified piece of unexploded ammunition in Paniutyne, Kharkiv.",0,,1688497370
UKR109662,29-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Borivska,Cherneshchyna,49.3142,37.8493,1,Suspilne Media,National,"On 29 June 2023, a farmer was wounded when his tractor hit an unidentified mine in Cherneshchyna, Kharkiv.",0,,1688497370
UKR109661,28-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Velykooleksandrivska,Chkalove,47.0669,33.2075,2,Suspilne Media,National,"On 28 June 2023, 2 civilians were injured when their combine harvester accidentally activated an explosive during agricultural works in a field near Chkalove, Kherson region.",0,,1688497370
UKR109220,23-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Mariupol Communal Militia (Ukraine),,4,Military Forces of Russia (2000-),,8,48,,804,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,Unian,National,"On 23 June 2023, the Mariupol Communial Militia planted an explosive in a house in which four Russian officers were residing in Mariupol, Donetsk. The attack killed the four officers and burned the house.",4,,1687879969
UKR109269,23-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Chuguivskyi,Pechenizka,Pechenihy,49.8717,36.9347,2,Suspilne Media,National,"On 23 June 2023, a civilian was injured when a mine exploded near Pechenihy, Kharkiv.",0,,1687879969
UKR109146,22-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Kalinovskaya,Kalynivske,47.1152,32.985,1,Suspilne Media,National,"On 22 June 2023, a farmer was wounded when his tractor hit a Russian mine in Kalynivske, Kherson.",0,,1687879969
UKR108881,21-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Atesh,,3,,,0,30,,804,Europe,Ukraine,Crimea,Feodosiiskyi,Feodosiiska,Feodosia,45.0347,35.3795,2,24 Channel; Institute for the Study of War,Other-National,"On 21 June 2023, an explosive planted by Atesh partisan group damaged a railway track near Feodosia, Crimea. No casualties.",0,,1688497369
UKR108631,19-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Kirovskyi,47.968,37.5475,1,DPR Armed Forces Press Service,Other,"On 19 June 2023, a civilian was injured in an explosion of a PFM-1 Lepestok anti-infantry landmine in Donetsk - Kirovskyi, Donetsk.",0,,1687879968
UKR108650,19-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Volnovaskyi,Staromlynivska,Novopetrykivka,47.6264,36.9393,1,DPR Armed Forces Press Service,Other,"On 19 June 2023, a civilian was killed after stepping on an explosive device in Novopetrykivka, Donetsk.",1,,1687879968
UKR108548,18-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Derhachivska,Tokarivka,50.2841,36.2353,1,Novoye Vremya Ukraine,National,"On 18 June 2023, a civilian was wounded in an explosion of a Russian 'Lepestok' mine in Tokarivka, Kharkiv.",0,,1687879967
UKR108558,18-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Borozenska,Borozenske,47.1744,33.4237,1,Suspilne Media,National,"On 18 June 2023, 1 civilian was wounded in an explosion of a Russian mine in Borozenske, Kherson.",0,,1687879968
UKR107544,14-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Iziumska,Kamyanka,49.1249,37.3008,1,Suspilne Media,National,"On 14 June 2023, a civilian was injured in Kamyanka, Kharkiv region, having accidentally activated a PFM-1 Lepestok landmine while cleaning in his household yard.",0,,1687280462
UKR108288,13-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Melitopol Communal Militia (Ukraine),,4,,,0,40,,804,Europe,Ukraine,Zaporizhia,Melitopolskyi,Melitopolska,Melitopol,46.8489,35.3653,1,Institute for the Study of War,Other,"On 13 June 2023, Ukrainian partisans blew up a railway in northern Melitopol, Zaporizhia region, damaging 50 meters of rail track and derailing a freight train carrying iron ore.",0,,1687879967
UKR107542,11-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Yakymivka Communal Militia (Ukraine),,4,,,0,40,,804,Europe,Ukraine,Zaporizhia,Melitopolskyi,Yakymivska,Yakymivka,46.6997,35.1592,2,Liveuamap; Unian,Local partner-New media,"On 11 June 2023, suspected partisans blew up a bridge near Yakymivka, Zaporizhia, used by Russian forces for resupply. Casualties unknown.",0,,1687280462
UKR107543,11-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Malynivska,Novodarivka,47.7807,36.6353,2,Suspilne Media,National,"On 11 June 2023, Russian military forces blew up a dam near Novodarivka, Zaporizhia. Casualties unknown.",0,,1687280462
UKR108257,11-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ukraine),,3,,,0,30,,804,Europe,Ukraine,Crimea,Yevpatoriiskyi,Kirovska,Kirovske,45.5441,33.0778,2,Institute for the Study of War,Other,"On 11 June 2023, unspecified saboteurs carried out an improvised explosive device attack on a railway bridge in the Kirovska district of the Crimea region (coded to Kirovske).",0,,1687879967
UKR108260,11-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Staromlynivska,Klyuchove,47.6761,36.8652,2,Institute for the Study of War,Other,"On 11 June 2023, Russian forces blew up a dam on the Mokri Yaly River near Klyuchove, Donetsk region.",0,,1687879967
UKR107208,9-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Police Forces of Ukraine (2019-),,1,18,,804,Europe,Ukraine,Chernihiv,Chernihivskyi,Ripkynska,Ripky,51.801,31.0838,2,24 Channel,National,"On 9 June 2023, a police car drove over a mine near Ripky, Chernihiv. One policeman was killed and another was injured.",1,,1686674859
UKR107009,8-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Berdiansk Communal Militia (Ukraine),,4,Military Forces of Russia (2000-),,8,48,,804,Europe,Ukraine,Zaporizhia,Berdianskyi,Berdianska,Berdiansk,46.7586,36.7845,1,24 Channel,National,"On 8 June 2023, a car of Russian military forces was blown up in Berdiansk, Zaporizhia, presumably by Ukrainian partisans. Ukrainian forces reported losses among the Russian forces (unspecified fatalities coded as 3).",3,,1686674858
UKR107058,8-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,DPR Armed Forces Press Service,Other,"On 8 June 2023, 2 civilians were wounded when an explosive item went off in Mariupol, Donetsk. The source did not identify who planted the item.",0,,1686674858
UKR106884,7-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Borivska,Havrylivka,49.4124,37.5053,2,Suspilne Media,National,"On 7 June 2023, a civilian was injured, having accidentally activated a PFM-1 Lepestok anti-infantry landmine in a field near Havrylivka, Kharkiv region.",0,,1686674858
UKR106996,7-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Zaporizhia,Zaporizkyi,Zaporizka,Zaporizhia,47.8479,35.1602,2,Suspilne Media,National,"On 7 June 2023, a farmer accidentally ran over a rifle-attached grenade launcher while doing ground works on a tractor in Zaporizhia district (coded to Zaporizhia, Zaporizhia region). The vehicle was damaged, no casualties.",0,,1686674858
UKR106789,6-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),Police Forces of Ukraine (2019-) State Emergency Service of Ukraine,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Kakhovskyi,Novokakhovska,Nova Kakhovka,46.7545,33.3486,2,24 Channel; Anadolu Agency; Ministry of Defence of Ukraine; TSN.ua; Unian,Other-National,"On 6 June 2023, Russian forces blew up a dam near the Kakhovka Hydroelectric Power Plant in Nova Kakhovka, Kherson, causing the flooding of around 80 locations in Kherson region. According to the Defence Intelligence of Ukraine, the attack was carried out by the 1st battalion of the 205th motorized rifle brigade. As of 20 June, at least 21 people drowned in government-controlled towns downstream due to the explosion and 28 were wounded, including 16 emergency workers. In Russian-occupied areas, at least 46 civilians died and over 100 went missing.",67,,1688497369
UKR106397,3-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Kostohryzove Communal Militia (Ukraine),,4,Civilians (Ukraine),Russian Occupation Government (2022-),7,47,Civilian targeting,804,Europe,Ukraine,Kherson,Kakhovskyi,Zelenopidska,Kostohryzove,46.5625,33.5861,2,24 Channel,National,"On 3 June 2023, an unidentified group, likely partisans, detonated an explosive device in the car of people collaborating with the Russian occupation government in Kostohryzove, Kherson. Two people were in the car, both of them were killed. One of them was allegedly the owner of a cafe which catered the Russian occupation government.",2,,1700605346
UKR105562,2-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Military Forces of Russia (2000-),,8,88,,804,Europe,Ukraine,Donetsk,Kalmiuskyi,Dokuchaievska,Olenivka,47.8297,37.6473,2,Suspilne Media,National,"On 2 June 2023, a Russian vehicle ran over a landmine on the Donetsk-Mariupol Highway in the Olenivka region (coded to Olenivka, Donetsk.) Three Russian soldiers were killed.",3,,1686065983
UKR106353,2-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Bohodukhivskyi,Zolochivska,Lemischyne,50.3299,35.7212,2,ZMINA,Other,"On 2 June 2023, 2 civilians were killed and 3 were wounded when a mine went off near Morozna Dolyna and Lemischyne (coded to Lemischyne, Kharkiv). The source did not specify who planted the mine.",2,,1686674857
UKR105556,2-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Mykhailivka Communal Militia (Ukraine),,4,Civilians (Ukraine),Russian Occupation Government (2022-),7,47,Civilian targeting,804,Europe,Ukraine,Zaporizhia,Vasylivskyi,Mykhailivska,Mykhailivka,47.2724,35.2224,2,Institute for the Study of War; Ukrinform,Other-National,"On 2 June 2023, an unidentified group, likely Ukrainian partisans, detonated an explosive device in the car of collaborators with the Russian occupation government in Mykhailivka, Zaporizhia. Four people were in the car, one of whom was allegedly the owner of a cafe that catered to the Russian occupation government. 2 people were killed including the Russian collaborator and his daughter and one person was wounded.",2,,1700605346
UKR105561,1-Jun-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Chuguivskyi,Chkalovska,Hrakove,49.7176,36.8166,1,Suspilne Media,National,"On 1 June 2023, a farmer was wounded when his tractor hit an unidentified mine in Hrakove, Kharkiv.",0,,1686065983
UKR105555,31-May-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,,,0,80,,804,Europe,Ukraine,Chernihiv,Chernihivskyi,Horodnianska,Senkivka,52.089,31.7781,2,24 Channel,National,"On 31 May 2023, Russian forces blew up a section of the road near the 'Three Sisters' monument on the junction of Russian, Ukrainian and Belarusian border (coded to Senkivka, Chernihiv region), claiming the intent to prevent Ukrainian sabotage groups movement. No casualties.",0,,1686065983
UKR105559,31-May-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Bohodukhivskyi,Zolochivska,Karasivka,50.2669,36.0719,2,Suspilne Media,National,"On 31 May 2023, a tractor accidentally activated a landmine while doing agricultural works in a field near Karasivka, Kharkiv region, even though the field has been previously screened for explosives. The vehicle was damaged, the farmer driving it was not injured.",0,,1686065983
UKR105560,31-May-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Sumy,Shostkynskyi,Shostkynska,Shostka,51.863,33.4698,2,Suspilne Media,National,"On 31 May 2023, a farmer operating a combine harvester was injured, when his vehicle accidentally ran over a landmine in Shostka district (coded to Shostka, Sumy region).",0,,1686065983
UKR105558,29-May-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Sumy,Sumskyi,Mykolaivska,Spaske,51.0819,34.65,2,Suspilne Media,National,"On 29 May 2023, a farmer was injured when his tractor accidentally activated a landmine in the field near Spaske, Sumy region.",0,,1686065983
UKR105557,27-May-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Zaporizhia,Zaporizkyi,Zaporizka,Zaporizhia,47.8479,35.1602,3,Novoye Vremya Ukraine,National,"On 27 May 2023, 4 civilians were injured as a result of the explosion of unidentified mines in Zaporizhia region (coded to Zaporizhia).",0,,1686065983
UKR105181,26-May-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Kakhovskyi,Zelenopidska,Kalynivka,46.6551,33.7828,2,Suspilne Media,National,"On 26 May 2023, a tractor ran over a Russian mine near Kalynivka, Kherson. The farmer driving it was not injured.",0,,1685470247
UKR105011,25-May-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Pokrovskyi,Avdiivska,Avdiivka,48.1394,37.7497,1,Suspilne Media,National,"On 25 May 2023, a civilian was wounded when a Russian 'Lepestok' mine went off in Avdiivka, Donetsk.",0,,1685470246
UKR105107,25-May-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Balakliiska,Protopopivka,49.2429,36.9142,1,Suspilne Media,National,"On 25 May 2023, 1 civilian was killed and another wounded when an unidentified mine went off in Protopopivka, Kharkiv.",1,,1685470247
UKR104804,23-May-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Chernihiv,Koriukivskyi,Snovska,Khrinivka,52.0752,31.8412,2,Novoye Vremya Ukraine,National,"On 23 May 2023, one Ukrainian civilian was wounded and one killed in explosions of unidentified mines near Khrinivka, Chernihiv.",1,,1685470246
UKR105563,23-May-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Wagner Group,,8,88,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Bakhmutska,Bakhmut,48.5956,37.9999,1,Centre for Information Resilience,New media,"On 23 May 2023, a civilian car, supposedly with a member of Wagner Group in it, was hit by a landmine in Bakhmut, Donetsk region. Casualties unknown.",0,,1686065983
UKR104567,21-May-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Iziumska,Kamyanka,49.1249,37.3008,2,Suspilne Media,National,"On 21 May 2023, 1 civilian was injured as a result of the explosion of an unidentified mine near Kamyanka, Kharkiv.",0,,1685470245
UKR104476,20-May-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Khersonskyi,Chornobaivska,Klapaya,46.7174,32.4143,2,Suspilne Media,National,"On 20 May 2023, 1 civilian was injured as a result of the explosion of a Russian mine near Klapaya, Kherson.",0,,1685470245
UKR104506,20-May-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Tsyrkunivska,Ruski Tyshky,50.1347,36.4188,1,ZMINA,Other,"On 20 May 2023, 1 civilian was injured as a result of the explosion of an unidentified Lepestok mine in Ruski Tyshky, Kharkiv.",0,,1685470245
UKR101845,19-May-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ukraine),,3,,,0,30,,804,Europe,Ukraine,Odesa,Odeskyi,Odeska,Odesa,46.4639,30.7386,1,24 Channel,National,"On 19 May 2023, a grenade detonated under the car of an unidentified civilian in Odesa, Odesa. No casualties.",0,,1684857977
UKR101848,19-May-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Oskilska,Studenok,49.0889,37.49,1,Suspilne Media,National,"On 19 May 2023, a child stepped on and was killed by an unexploded mine in Studenok, Kharkiv.",1,,1684857977
UKR101843,18-May-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Velykooleksandrivska,Velyka Oleksandrivka,47.3197,33.3037,2,Suspilne Media,National,"On 18 May 2023, a civilian was wounded when a Russian mine went off near Velyka Oleksandrivka, Kherson. The wounded man was rescued by the Ukrainian state emergency service.",0,,1684857977
UKR101844,18-May-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ukraine),,3,,,0,30,,804,Europe,Ukraine,Crimea,Simferopolskyi,Chystenska,Chystenke,44.8828,34.0468,2,24 Channel,National,"On 18 May 2023, an unidentified group blew up railways near Chystenke, Crimea, derailing 8 wagons with grain. The Ukrainian sources reported that the railways were used for weapon transfer. Casualties unknown.",0,,1684857977
UKR101846,17-May-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Kirovskyi,47.968,37.5475,1,DPR Armed Forces Press Service,Other,"On 17 May 2023, a civilian was injured in Donetsk - Kirovskyi, having stepped on a PFM-1 Lepestok anti-infantry landmine.",0,,1684857977
UKR101847,17-May-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Velykooleksandrivska,Mala Oleksandrivka,47.293,33.2795,2,Suspilne Media,National,"On 17 May 2023, a civilian was injured, having accidentally activated a landmine near Mala Oleksandrivka, Kherson region.",0,,1684857977
