event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UKR142409,29-Dec-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Kupianskyi,Vilhuvatska,Vilkhuvatka,50.1842,37.5156,2,Suspilne Media,National,"On 29 December 2023, a civilian received a leg injury after stepping on a mine near Vilkhuvatka, Kharkiv.",0,,1704833943
UKR142272,28-Dec-23,2023,2,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Melitopol Communal Militia (Ukraine),,4,,,0,40,,804,Europe,Ukraine,Zaporizhia,Melitopolskyi,Terpinnivska,Svitlodolynske,47.0815,35.5111,2,24 Channel,National,"Around 28 December 2023 (as reported), Melitopol communal militia destroyed (likely by blowing it up) a railway crossing that was used by the Russian military near Svitlodolynske, Zaporizhia.",0,,1704833942
UKR142288,28-Dec-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (International),,7,78,Civilian targeting,804,Europe,Ukraine,,,,Western Black Sea,43.517,31.245,1,Liveuamap; Unian,Local partner-New media,"On 28 December 2023, a ship flying a flag of Panama was damaged after the collision with a Russian sea mine in the Western Black Sea. 2 civilians were wounded.",0,,1704833942
UKR141739,24-Dec-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Kalinovskaya,Bobrovyi Kut,47.0985,32.9444,2,Novoye Vremya Ukraine,National,"On 24 December 2023, a civilian was injured in an explosion of a Russian mine near Bobrovyi Kut, Kherson.",0,,1704833939
UKR141004,17-Dec-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Kupianskyi,Kurylivska,Hlushkivka,49.5858,37.7083,1,Suspilne Media,National,"On 17 December 2023, a civilian was injured in an explosion of an unidentified mine in Hlushkivka Kut, Kharkiv.",0,,1704833937
UKR140981,16-Dec-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Mykolaiv,Bashtanskyi,Snihurivska,Yevhenivka,47.0863,32.902,2,Suspilne Media,National,"On 16 December 2023, two civilians were injured when their car hit an unidentified mine near Yevhenivka, Mykolaiv.",0,,1704833937
UKR140748,15-Dec-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Iziumska,Izium,49.2088,37.2485,1,24 Channel; Ukrinform,National,"On 15 December 2023, an unknown explosive device detonated in the hands of a 15-year-old child in Izium, Kharkiv. The victim's hands were injured.",0,,1704833936
UKR140774,15-Dec-23,2023,2,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Mariupol Communal Militia (Ukraine),,4,Military Forces of Russia (2000-),,8,48,,804,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,Flot 2017; Institute for the Study of War,Other-National,"Around 15 December 2023, Ukrainian partisans blew up the car of the commander of an unspecified Russian unit from the North Caucasus in occupied Mariupol, Donetsk. Casualties unknown.",0,,1704833936
UKR140776,15-Dec-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Melitopol Communal Militia (Ukraine),,4,Military Forces of Russia (2000-),,8,48,,804,Europe,Ukraine,Zaporizhia,Melitopolskyi,Melitopolska,Melitopol,46.8489,35.3653,2,061.ua; 24 Channel; Flot 2017; Inform.zp.ua; Novoye Vremya Ukraine; Suspilne Media,Subnational-National,"On 15 December 2023, Ukrainian partisans exploded a freight train of Russian Forces in the area of Melitopol, Zaporizhia. The train was carrying ammunition and fuel. Casualties unknown.",0,,1704833936
UKR139267,6-Dec-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ukraine),,3,Military Forces of Russia (2000-),,8,38,,804,Europe,Ukraine,Zaporizhia,Berdianskyi,Berdianska,Berdiansk,46.7586,36.7845,1,24 Channel,National,"On 6 December 2023, an unidentified group blew up a Russian military truck in Berdiansk, Zaporizhia. No casualties.",0,,1702407966
UKR139305,6-Dec-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ukraine),,3,Civilians (Ukraine),Russian Occupation Government (2022-),7,37,Civilian targeting,804,Europe,Ukraine,Luhansk,Luhanskyi,Luhanska,Luhansk,48.567,39.3171,1,24 Channel,National,"On 6 December 2023, unidentified individuals blew up the car of a Russian-appointed official, the deputy of LPR Republic, in Luhansk, killing him.",1,local administrators,1702407966
UKR138821,2-Dec-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Melitopol Communal Militia (Ukraine),,4,Military Forces of Russia (2000-),,8,48,,804,Europe,Ukraine,Zaporizhia,Melitopolskyi,Melitopolska,Melitopol,46.8489,35.3653,1,24 Channel,National,"On 2 December 2023, Melitopol partisans blew up Russian soldiers in Melitopol, Zaporizhia. Several Russian soldiers were killed. Unspecified number of fatalities coded as 3.",3,,1702407965
UKR138313,28-Nov-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,DPR Armed Forces Press Service,Other,"On 28 November 2023, 2 civilians were injured in an explosion of an unidentified mine in Mariupol, Donetsk.",0,,1701813040
UKR137473,22-Nov-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Orikhivska,Novoandriivka,47.5621,35.6972,2,Suspilne Media,National,"On 22 November 2023, a civilian was killed near Novoandriivka, Zaporizhia region, when he found a cluster munition element and decided to take it with him and the munition exploded.",1,,1701200415
UKR137321,21-Nov-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Radsadivska,Kozyrka,46.8141,31.8832,1,Suspilne Media,National,"On 21 November 2023, a village resident was killed in an explosion of a previously unexploded shell in Kozyrka, Mykolaiv.",1,,1701200414
UKR137118,19-Nov-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ukraine),,3,Police Forces of Russian Occupation Government (2022-),,1,13,,804,Europe,Ukraine,Luhansk,Sievierodonetskyi,Kreminska,Kreminna,49.0495,38.2179,1,24 Channel,National,"On 19 November 2023, an identified armed group mined a car with two representatives of Luhansk People's Republic 'Ministry of Internal Affairs' in Kreminna, Luhansk. Both of them were injured as the result of the explosion.",0,,1702412055
UKR136467,15-Nov-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Vilkhivska,Sorokivka,50.0037,36.5422,1,Suspilne Media,National,"On 15 November 2023, a civilian was wounded when an unidentified explosive item went off in Sorokivka, Kharkiv.",0,,1700602891
UKR136252,14-Nov-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Petrovskyi,47.9495,37.6138,1,DPR Armed Forces Press Service,Other,"On 14 November 2023, a civilian was injured, having accidentally stepped on a PFM-1 Lepestok landmine in Donetsk - Petrovskyi, Donetsk region.",0,,1700602891
UKR136259,14-Nov-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Barvinkivska,Hryhorivka,48.8738,36.9085,2,Suspilne Media,National,"On 14 November 2023, a civilian car accidentally ran over an explosive near Hryhorivka, Kharkiv region. 1 civilian was killed, 1 was injured.",1,,1700602891
UKR136302,14-Nov-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Novoraiska,Novoraisk,47.0103,33.4867,2,Suspilne Media,National,"On 14 November 2023, a civilian was injured, when he accidentally stepped on a landmine in an abandoned Russian fortified position near Novoraisk, Kherson region.",0,,1700602891
UKR136130,13-Nov-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Petrovskyi,47.9495,37.6138,2,DPR Armed Forces Press Service,Other,"On 13 November 2023, a civilian was injured when a PFM-1 mine exploded in a woodland belt area of Donetsk - Petrovskyi, Donetsk.",0,,1700602891
UKR135905,11-Nov-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Chuguivskyi,Chkalovska,Hrakove,49.7176,36.8166,2,Suspilne Media,National,"On 11 November 2023, a man was injured when his car hit a mine planted by unidentified forces near Hrakove, Kharkiv.",0,,1700602890
UKR135936,11-Nov-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Melitopol Communal Militia (Ukraine),,4,Military Forces of Russia (2000-),Civilians (Ukraine),8,48,,804,Europe,Ukraine,Zaporizhia,Melitopolskyi,Melitopolska,Melitopol,46.8489,35.3653,1,24 Channel,National,"On 11 November 2023, an explosion in Russian headquarters in Melitopol, Zaporizhia, organized by local partisans, killed at least 3 Russian servicemen and wounded unspecified number of Russian servicemen, as well as six more civilians.",3,,1700602890
UKR135609,10-Nov-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Police Forces of Ukraine (2019-) State Emergency Service of Ukraine,,1,18,,804,Europe,Ukraine,Kharkiv,Iziumskyi,Oskilska,Morosivka,48.9967,37.3657,2,Suspilne Media,National,"On 10 November 2023, an anti-tank mine detonated at mechanized demining machine of the emergency service during the clearing of the territory near the power lines in the are of Morosivka, Kharkiv. No casualties.",0,,1699988480
UKR135607,10-Nov-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ukraine),,3,Police Forces of Russian Occupation Government (2022-),,1,13,,804,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,24 Channel; Novoye Vremya Ukraine,National,"On 10 November 2023, a bomb attached to a car of a local policeman detonated causing explosion in occupied Mariupol, Donetsk. Casualties unknown.",0,,1702412055
UKR135418,8-Nov-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Khersonskyi,Stanislavska,Shyroka Balka,46.5881,32.1952,2,Suspilne Media,National,"On 8 November 2023, a farmer who was grazing cattle stepped on a Russian landmine near Shyroka Balka, Kherson and was seriously injured.",0,,1699988480
UKR135379,8-Nov-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Ukraine (2019-) Special Forces,,1,Military Forces of Russia (2000-) Luhansk People's Militia,,8,18,,804,Europe,Ukraine,Luhansk,Luhanskyi,Luhanska,Luhansk,48.567,39.3171,1,24 Channel; CNN,National-International,"On 8 November 2023, the military intelligence agency of Ukraine (GRU) exploded a device in the car of the head of LPR militia in Luhansk. The man was killed.",1,,1700602890
UKR135235,7-Nov-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Beryslavska,Beryslav,46.8415,33.4284,2,Suspilne Media,National,"On 7 November 2023, a farmer was killed when his tractor hit a mine planted by Russian forces in Beryslav district, Kherson.",1,,1699988480
UKR135314,7-Nov-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Chuguivskyi,Vovchanska,Rubizhne,50.1653,36.8253,1,Ukrinform,National,"On 7 November 2023, 1 civilian was injured in an explosion of mines planted by Russian forces in Rubizhne, Kharkiv.",0,,1699988480
UKR135105,6-Nov-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Vysokopilska,Arkhanhelske,47.432,33.4056,1,Suspilne Media,National,"On 6 November 2023, a civilian was injured when he accidentally stepped on a landmine in Arkhanhelske, Kherson region.",0,,1699988479
UKR133997,2-Nov-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Borivska,Pisky-Radkivski,49.2671,37.6079,1,Suspilne Media,National,"On 2 November 2023, a local resident stepped on a Russian explosive device in his yard in Pisky-Radkivski, Kharkiv. The man was hospitalized.",0,,1699385322
UKR134857,2-Nov-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,2,DPR Armed Forces Press Service,Other,"On 2 November 2023, unexploded ordnance detonated on the Mariupol - Taganrog road (coded to Mariupol, Donetsk). Two employees of Donbassgas company were injured.",0,,1699385325
UKR134854,1-Nov-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Mykolaiv,Bashtanskyi,Snihurivska,Snihurivka,47.0702,32.7914,2,Suspilne Media,National,"On 1 November 2023, 2 civilians were injured when their combine harvester accidentally activated an explosive during agricultural works in a field near Snihurivka, Mykolaiv region.",0,,1699385325
UKR134856,1-Nov-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Kirovskyi,47.968,37.5475,1,DPR Armed Forces Press Service,Other,"On 1 November 2023, a civilian woman was injured in Donetsk - Kirovskyi, Donetsk region, when he accidentally stepped on a PFM-1 Lepestok anti-infantry landmine.",0,,1699385325
UKR134855,31-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Barvinkivska,Velyka Komyshuvakha,49.1142,36.9899,2,Suspilne Media,National,"On 31 October 2023, a civilian was seriously wounded by an unexploded device in his yard near Velyka Komyshuvakha, Kharkiv.",0,,1699385325
UKR133437,27-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Military Forces of Russia (2000-) Navy,,8,88,,804,Europe,Ukraine,,,,Eastern Black Sea,43.389,36.519,2,Sprotyv,Subnational,"On 27 October 2023, a Russian ship 'Volodymyr Kozytskyi' was damaged by a sea-mine in the Black Sea (coded to Eastern Black Sea). It was not reported who planted the mine. Casualties unknown.",0,,1698774977
UKR133435,25-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Svitlodarska,Travneve,48.4254,38.1016,1,DPR Armed Forces Press Service,Other,"On 25 October 2023, a civilian was injured in an explosion of an unidentified mine in Travneve, Donetsk.",0,,1698774977
UKR133436,24-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Oskilska,Yaremivka,49.0853,37.454,2,ZMINA,Other,"On 24 October 2023, 1 civilian was killed as a result of the explosion of an unidentified Lepestok mine near Yaremivka, Kharkiv.",1,,1698774977
UKR132497,20-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Melitopol Communal Militia (Ukraine),,4,Military Forces of Russia (2000-),,8,48,,804,Europe,Ukraine,Zaporizhia,Melitopolskyi,Melitopolska,Melitopol,46.8489,35.3653,1,Novoye Vremya,Regional,"On 20 October 2023, Melitopol partisans blew up a car of Russian servicemen which was being used to help loot apartments in Melitopol, Zaporizhia. Casualties unknown.",0,,1698180619
UKR132502,16-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Petrovskyi,47.9495,37.6138,1,DPR Armed Forces Press Service,Other,"On 16 October 2023, a civilian was injured in Donetsk - Petrovskyi, Donetsk region, when he accidentally stepped on a PFM-1 Lepestok anti-infantry landmine.",0,,1698180619
UKR132503,16-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Iziumska,Izium,49.2088,37.2485,1,Suspilne Media,National,"On 16 October 2023, a civilian was injured in an explosion of an unidentified mine in Izium, Kharkiv.",0,,1698180619
UKR132499,15-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Mykolaiv,Bashtanskyi,Bashtanska,Bashtanka,47.4072,32.4387,2,Novoye Vremya Ukraine,National,"On 15 October 2023, one civilian was killed and another was injured in an explosion of an unidentified mine near Bashtanka, Mykolaiv.",1,,1698180619
UKR132500,15-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Iziumska,Kamyanka,49.1249,37.3008,2,Novoye Vremya Ukraine,National,"On 15 October 2023, one civilian was killed and another was injured in an explosion of an unidentified mine near Kamyanka, Kharkiv.",1,,1698180619
UKR132501,15-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Chernihiv,Chernihivskyi,Kyinska,Kyinka,51.4535,31.1932,2,Novoye Vremya Ukraine,National,"On 15 October 2023, one civilian was killed and another was injured in an explosion of an unidentified mine near Kyinka, Chernihiv.",1,,1698180619
UKR132498,14-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Vysokopilska,Novovoznesenske,47.4313,33.6016,2,Suspilne Media,National,"On 14 October 2023, 1 civilian was injured in an explosion of an unidentified mine near Novovoznesenske, Kherson.",0,,1698180619
UKR131542,13-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Melitopol Communal Militia (Ukraine),,4,Military Forces of Russia (2000-),,8,48,,804,Europe,Ukraine,Zaporizhia,Melitopolskyi,Melitopolska,Melitopol,46.8489,35.3653,2,Unian,National,"On 13 October 2023, Ukrainian partisans in Melitopol detonated explosives which did extensive damage to a Russian military train and train tracks used to transport fuel, ammunition, and damaged vehicles between Crimea and Zaporizhia. Casualties unknown.",0,,1697557205
UKR131551,13-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Donetsk,Yavirske,49.5518,36.7527,2,24 Channel,National,"On 13 October 2023, a civilian drove over an unspecified landmine near Yavirske, Kharkiv and was killed.",1,,1697557205
UKR131543,12-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Russia (2000-),,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Balakliiska,Vovchyi Yar,49.6076,36.8074,2,Suspilne Media,National,"On 12 October 2023, a farmer was wounded in an explosion of a Russian mine near Vovchyi Yar and Yavirske (coded to Vovchyi Yar, Kharkiv).",0,,1697557205
UKR131549,12-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Chuguivskyi,Vovchanska,Rubizhne,50.1653,36.8253,1,Suspilne Media,National,"On 12 October 2023, a civilian was wounded when an unidentified explosive device went off in Rubizhne, Kharkiv.",0,,1697557205
UKR131550,12-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Donetsk,Yavirske,49.5518,36.7527,2,24 Channel,National,"On 12 October 2023, a civilian was injured in an explosion of an anti-personel mine near Yavirske, Kharkiv.",0,,1697557205
UKR131553,12-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Chuguivskyi,Chkalovska,Hrakove,49.7176,36.8166,2,24 Channel,National,"On 12 October 2023, 2 civilians were killed when a mine went off near Hrakove, Kharkiv. It was not reported who planted the mine (coded as unidentified military forces).",2,,1697557205
UKR131546,11-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Mykolaiv,Bashtanskyi,Snihurivska,Snihurivka,47.0702,32.7914,2,Suspilne Media,National,"On 11 October 2023, a combine harvester accidentally ran over a landmine in the field near Snihurivka, Mykolaiv region. A farmer driving it was injured.",0,,1697557205
UKR131552,11-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Chuguivskyi,Chkalovska,Hrakove,49.7176,36.8166,2,Suspilne Media,National,"On 11 October 2023, two civilians were killed when they accidentally activated an explosive in a field near Hrakove, Kharkiv region.",2,,1697557205
UKR131548,10-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,DPR Armed Forces Press Service,Other,"On 10 October 2023, a civilian was wounded in an explosion of a mine in Mariupol, Donetsk.",0,,1697557205
UKR132496,10-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Atesh,,3,Military Forces of Russia (2000-),,8,38,,804,Europe,Ukraine,Kherson,Henicheskyi,Ivanivska,Ivanivka,46.7208,34.553,2,24 Channel,National,"On 10 October 2023, a Russian ammunition depot was blown up by Atesh partisans near Ivanivka, Kherson. Tens of Russian forces were killed and wounded, fatalities coded as 5.",5,,1698180619
UKR131547,9-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Chernihiv,Chernihivskyi,Chepnigivska,Chernihiv,51.5055,31.2849,1,Novoye Vremya Ukraine,National,"On 9 October 2023, 1 civilian was injured in an explosion of an unidentified explosive device in Chernihiv.",0,,1697557205
UKR131545,7-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Nova Kakhovka Communal Militia (Ukraine),,4,Civilians (Ukraine),Russian Occupation Government (2022-),7,47,Civilian targeting,804,Europe,Ukraine,Kherson,Kakhovskyi,Novokakhovska,Nova Kakhovka,46.7545,33.3486,1,Novoye Vremya Ukraine,National,"On 7 October 2023, Ukrainian partisans planted an explosive device that killed a representative of Russian occupation government in Nova Kakhovka, Kherson.",1,local administrators,1700605346
UKR130644,5-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Novovorontsovska,Novovoskresenske,47.336,33.588,2,Suspilne Media,National,"On 5 October 2023, a farmer was wounded when an unidentified explosive item went off near Novovoskresenske, Kherson.",0,,1696959099
UKR130647,5-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),,7,78,Civilian targeting,804,Europe,Ukraine,Donetsk,Kramatorskyi,Sviatohirska,Svyatohirsk,49.0333,37.5666,1,Suspilne Media,National,"On 5 October 2023, a civilian was wounded when a 'Lepestok' mine went off in Svyatohirsk, Donetsk. It was not reported who planted the mine.",0,,1696959099
UKR130643,4-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kherson,Beryslavskyi,Velykooleksandrivska,Bruskynske,47.1567,33.2102,2,Suspilne Media,National,"On 4 October 2023, a civilian was injured near Bruskynske, Kherson region, when accidentally stepped on a PFM-1 Lepestok landmine while herding cattle in the field.",0,,1696959099
UKR130645,4-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Sumy,Sumskyi,Khotinska,Zhuravka,51.2161,34.9866,2,Suspilne Media,National,"On 4 October 2023, a tractor accidentally ran over a landmine during agricultural works in Zhuravka, Sumy region. The vehicle was damaged, the driver was not injured.",0,,1696959099
UKR130642,3-Oct-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Ukraine),Farmers (Ukraine),7,78,Civilian targeting,804,Europe,Ukraine,Kharkiv,Iziumskyi,Donetsk,Andriivka,49.5451,36.6125,2,Suspilne Media,National,"On 3 October 2023, a combine harvester accidentally activated a landmine in the field near Andriivka, Kharkiv region. The driver was injured.",0,,1696959099
